surface	model_id	implementation_id	algorithm_id	family	library	class_name	source_kind	execution_surface	canonical_v1_model_id	source_alias	source_version	source_revision	evidence_class	evidence_revision	artifact_id	artifact_revision	artifact_sha256	routability	runtime_status	runtime_certified	capabilities	notes
expanded_v2	nf-softssharp	nf-softssharp	softssharp	mixer	neuralforecast	SOFTSSharp	broad_v1	broad_v1	nf-softssharp				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""multivariate""]"	
expanded_v2	nf-timemixer	nf-timemixer	timemixer	mixer	neuralforecast	TimeMixer	broad_v1	broad_v1	nf-timemixer				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""multivariate""]"	FFT kernel: forces 32-true precision
expanded_v2	nf-kan	nf-kan	kan	kan	neuralforecast	KAN	broad_v1	broad_v1	nf-kan				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position""]"	
expanded_v2	nf-rmok	nf-rmok	rmok	kan	neuralforecast	RMoK	broad_v1	broad_v1	nf-rmok				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""multivariate""]"	
expanded_v2	nf-timexer	nf-timexer	timexer	transformer	neuralforecast	TimeXer	broad_v1	broad_v1	nf-timexer				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""exogenous""]"	
expanded_v2	nf-xlstm	nf-xlstm	xlstm	rnn	neuralforecast	xLSTM	broad_v1	broad_v1	nf-xlstm				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position""]"	
expanded_v2	nf-xlinear	nf-xlinear	xlinear	linear	neuralforecast	XLinear	broad_v1	broad_v1	nf-xlinear				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position""]"	
expanded_v2	nfauto-rnn	nfauto-rnn	autornn	rnn	neuralforecast_auto	AutoRNN	broad_v1	broad_v1	nfauto-rnn				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-lstm	nfauto-lstm	autolstm	rnn	neuralforecast_auto	AutoLSTM	broad_v1	broad_v1	nfauto-lstm				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-gru	nfauto-gru	autogru	rnn	neuralforecast_auto	AutoGRU	broad_v1	broad_v1	nfauto-gru				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-tcn	nfauto-tcn	autotcn	cnn	neuralforecast_auto	AutoTCN	broad_v1	broad_v1	nfauto-tcn				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-deepar	nfauto-deepar	autodeepar	deep_probabilistic	neuralforecast_auto	AutoDeepAR	broad_v1	broad_v1	nfauto-deepar				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-dilatedrnn	nfauto-dilatedrnn	autodilatedrnn	rnn	neuralforecast_auto	AutoDilatedRNN	broad_v1	broad_v1	nfauto-dilatedrnn				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-bitcn	nfauto-bitcn	autobitcn	cnn	neuralforecast_auto	AutoBiTCN	broad_v1	broad_v1	nfauto-bitcn				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-xlstm	nfauto-xlstm	autoxlstm	rnn	neuralforecast_auto	AutoxLSTM	broad_v1	broad_v1	nfauto-xlstm				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-mlp	nfauto-mlp	automlp	mlp	neuralforecast_auto	AutoMLP	broad_v1	broad_v1	nfauto-mlp				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-nbeats	nfauto-nbeats	autonbeats	mlp	neuralforecast_auto	AutoNBEATS	broad_v1	broad_v1	nfauto-nbeats				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-nbeatsx	nfauto-nbeatsx	autonbeatsx	mlp	neuralforecast_auto	AutoNBEATSx	broad_v1	broad_v1	nfauto-nbeatsx				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-nhits	nfauto-nhits	autonhits	mlp	neuralforecast_auto	AutoNHITS	broad_v1	broad_v1	nfauto-nhits				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-dlinear	nfauto-dlinear	autodlinear	linear	neuralforecast_auto	AutoDLinear	broad_v1	broad_v1	nfauto-dlinear				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-nlinear	nfauto-nlinear	autonlinear	linear	neuralforecast_auto	AutoNLinear	broad_v1	broad_v1	nfauto-nlinear				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-tide	nfauto-tide	autotide	mlp	neuralforecast_auto	AutoTiDE	broad_v1	broad_v1	nfauto-tide				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-deepnpts	nfauto-deepnpts	autodeepnpts	deep_probabilistic	neuralforecast_auto	AutoDeepNPTS	broad_v1	broad_v1	nfauto-deepnpts				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-kan	nfauto-kan	autokan	kan	neuralforecast_auto	AutoKAN	broad_v1	broad_v1	nfauto-kan				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-tft	nfauto-tft	autotft	transformer	neuralforecast_auto	AutoTFT	broad_v1	broad_v1	nfauto-tft				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-vanillatransformer	nfauto-vanillatransformer	autovanillatransformer	transformer	neuralforecast_auto	AutoVanillaTransformer	broad_v1	broad_v1	nfauto-vanillatransformer				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-informer	nfauto-informer	autoinformer	transformer	neuralforecast_auto	AutoInformer	broad_v1	broad_v1	nfauto-informer				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime
expanded_v2	nfauto-autoformer	nfauto-autoformer	autoautoformer	transformer	neuralforecast_auto	AutoAutoformer	broad_v1	broad_v1	nfauto-autoformer				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime; FFT kernel forces 32-true precision
expanded_v2	nfauto-fedformer	nfauto-fedformer	autofedformer	transformer	neuralforecast_auto	AutoFEDformer	broad_v1	broad_v1	nfauto-fedformer				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime; FFT kernel forces 32-true precision
expanded_v2	nfauto-patchtst	nfauto-patchtst	autopatchtst	transformer	neuralforecast_auto	AutoPatchTST	broad_v1	broad_v1	nfauto-patchtst				SOURCE_DECLARED					UNKNOWN	NOT_RUN	False	"[""position"", ""hpo""]"	official AutoModel; backend/search resolved at runtime
